"SpeciesID"	"SpecCode"	"Species"	"Genus"	"AphiaID"	"Class"	"Order"	"Family"	"Fresh"	"Brack"	"Saltwater"	"DemersPelag"	"AnaCat"
"3978"	"Fis-29683"	3703	"Astroscopus guttatus"	"Astroscopus"	"159251"	"Actinopterygii"	"Perciformes"	"Uranoscopidae"	0	0	1	"demersal"	NA
"3979"	"Fis-162889"	3705	"Xenocephalus egregius"	"Xenocephalus"	"394993"	"Actinopterygii"	"Perciformes"	"Uranoscopidae"	0	0	1	"demersal"	NA
"3980"	"Fis-24716"	3706	"Kathetostoma albigutta"	"Kathetostoma"	"159255"	"Actinopterygii"	"Perciformes"	"Uranoscopidae"	0	0	1	"demersal"	NA
"3981"	"Fis-24397"	3708	"Acanthemblemaria aspera"	"Acanthemblemaria"	"279443"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"3982"	"Fis-29577"	3709	"Acanthemblemaria chaplini"	"Acanthemblemaria"	"279448"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"demersal"	NA
"3983"	"Fis-29574"	371	"Trachurus trecae"	"Trachurus"	"126823"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"benthopelagic"	NA
"3984"	"Fis-151200"	3711	"Chaenopsis alepidota"	"Chaenopsis"	"293559"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"demersal"	NA
"3985"	"Fis-29791"	3712	"Chaenopsis limbaughi"	"Chaenopsis"	"280105"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"3986"	"Fis-29792"	3713	"Chaenopsis ocellata"	"Chaenopsis"	"280107"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"3987"	"Fis-29876"	3714	"Cryptotrema corallinum"	"Cryptotrema"	"280447"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"demersal"	NA
"3988"	"Fis-29939"	3715	"Emblemaria atlantica"	"Emblemaria"	"280642"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"3989"	"Fis-49734"	3716	"Emblemariopsis bahamensis"	"Emblemariopsis"	"280658"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"3990"	"Fis-29940"	3718	"Emblemaria pandionis"	"Emblemaria"	"280653"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"3991"	"Fis-29941"	3719	"Emblemaria piratula"	"Emblemaria"	"280655"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"3992"	"Fis-22968"	372	"Trachurus declivis"	"Trachurus"	"273301"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"benthopelagic"	NA
"3993"	"Fis-29950"	3721	"Enneanectes boehlkei"	"Enneanectes"	"280679"	"Actinopterygii"	"Perciformes"	"Tripterygiidae"	0	0	1	"reef-associated"	NA
"3994"	"Fis-63045"	3722	"Enneanectes jordani"	"Enneanectes"	"280681"	"Actinopterygii"	"Perciformes"	"Tripterygiidae"	0	0	1	"reef-associated"	NA
"3995"	"Fis-24631"	3723	"Gibbonsia elegans"	"Gibbonsia"	"280833"	"Actinopterygii"	"Perciformes"	"Clinidae"	0	0	1	"demersal"	NA
"3996"	"Fis-30042"	3725	"Gibbonsia metzi"	"Gibbonsia"	"280835"	"Actinopterygii"	"Perciformes"	"Clinidae"	0	0	1	"demersal"	NA
"3997"	"Fis-30043"	3726	"Gibbonsia montereyensis"	"Gibbonsia"	"280836"	"Actinopterygii"	"Perciformes"	"Clinidae"	0	0	1	"demersal"	NA
"3998"	"Fis-30109"	3728	"Heterostichus rostratus"	"Heterostichus"	"281075"	"Actinopterygii"	"Perciformes"	"Clinidae"	0	0	1	"demersal"	NA
"3999"	"Fis-170460"	3729	"Gobioclinus bucciferus"	"Gobioclinus"	"993098"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4000"	"Fis-170463"	3730	"Gobioclinus gobio"	"Gobioclinus"	"993099"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4001"	"Fis-170464"	3731	"Gobioclinus guppyi"	"Gobioclinus"	"993100"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4002"	"Fis-170465"	3732	"Gobioclinus haitiensis"	"Gobioclinus"	"1016102"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"demersal"	NA
"4003"	"Fis-170438"	3734	"Brockius nigricinctus"	"Brockius"	"993097"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4004"	"Fis-24723"	3735	"Labrisomus nuchipinnis"	"Labrisomus"	"281260"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	"non-migratory"
"4005"	"Fis-30275"	3736	"Malacoctenus aurolineatus"	"Malacoctenus"	"281491"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4006"	"Fis-24764"	3737	"Malacoctenus macropus"	"Malacoctenus"	"281500"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4007"	"Fis-30276"	3738	"Malacoctenus triangulatus"	"Malacoctenus"	"281503"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4008"	"Fis-22872"	374	"Decapterus russelli"	"Decapterus"	"218427"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	0	1	"benthopelagic"	NA
"4009"	"Fis-30350"	3740	"Neoclinus blanchardi"	"Neoclinus"	"281679"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"demersal"	NA
"4010"	"Fis-30351"	3741	"Neoclinus stephensae"	"Neoclinus"	"281685"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"demersal"	NA
"4011"	"Fis-30352"	3742	"Neoclinus uninotatus"	"Neoclinus"	"281687"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"demersal"	NA
"4012"	"Fis-24849"	3744	"Paraclinus fasciatus"	"Paraclinus"	"282021"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4013"	"Fis-24850"	3745	"Paraclinus grandicomis"	"Paraclinus"	"282023"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4014"	"Fis-30456"	3746	"Paraclinus infrons"	"Paraclinus"	"282024"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4015"	"Fis-24851"	3747	"Paraclinus integripinnis"	"Paraclinus"	"282025"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"demersal"	NA
"4016"	"Fis-24852"	3748	"Paraclinus marmoratus"	"Paraclinus"	"282027"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4017"	"Fis-24853"	3749	"Paraclinus nigripinnis"	"Paraclinus"	"282031"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4018"	"Fis-25002"	3750	"Starksia ocellata"	"Starksia"	"159670"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4019"	"Fis-30672"	3751	"Starksia starcki"	"Starksia"	"276387"	"Actinopterygii"	"Perciformes"	"Labrisomidae"	0	0	1	"reef-associated"	NA
"4020"	"Fis-16746"	3752	"Stathmonotus hemphillii"	"Stathmonotus"	"282871"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"4021"	"Fis-25003"	3753	"Stathmonotus stahli"	"Stathmonotus"	"282874"	"Actinopterygii"	"Perciformes"	"Chaenopsidae"	0	0	1	"reef-associated"	NA
"4022"	"Fis-24491"	3754	"Chasmodes bosquianus"	"Chasmodes"	"159598"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	1	1	"demersal"	NA
"4023"	"Fis-29799"	3755	"Chasmodes saburrae"	"Chasmodes"	"276309"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	1	1	"demersal"	NA
"4024"	"Fis-29951"	3756	"Entomacrodus nigricans"	"Entomacrodus"	"277249"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"reef-associated"	NA
"4025"	"Fis-24687"	3757	"Hypleurochilus aequipinnis"	"Hypleurochilus"	"276311"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"reef-associated"	NA
"4026"	"Fis-30135"	3758	"Hypleurochilus bermudensis"	"Hypleurochilus"	"276312"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"reef-associated"	NA
"4027"	"Fis-24688"	3759	"Hypleurochilus geminatus"	"Hypleurochilus"	"159602"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"reef-associated"	NA
"4028"	"Fis-30136"	3760	"Hypleurochilus springeri"	"Hypleurochilus"	"276318"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"reef-associated"	NA
"4029"	"Fis-24694"	3761	"Hypsoblennius gentilis"	"Hypsoblennius"	"276323"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	1	1	"demersal"	NA
"4030"	"Fis-24695"	3762	"Hypsoblennius gilberti"	"Hypsoblennius"	"276324"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"demersal"	"non-migratory"
"4031"	"Fis-155663"	3763	"Hypsoblennius hentz"	"Hypsoblennius"	"367720"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"reef-associated"	NA
"4032"	"Fis-24698"	3765	"Hypsoblennius jenkinsi"	"Hypsoblennius"	"276328"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"demersal"	"non-migratory"
"4033"	"Fis-24847"	3769	"Parablennius marmoreus"	"Parablennius"	"159609"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"reef-associated"	NA
"4034"	"Fis-22853"	377	"Exyrias puntang"	"Exyrias"	"279167"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"reef-associated"	NA
"4035"	"Fis-24942"	3770	"Scartella cristata"	"Scartella"	"126782"	"Actinopterygii"	"Perciformes"	"Blenniidae"	0	0	1	"reef-associated"	NA
"4036"	"Fis-24399"	3771	"Acantholumpenus mackayi"	"Acantholumpenus"	"249703"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	1	1	"demersal"	NA
"4037"	"Fis-24407"	3772	"Alectrias alectrolophus"	"Alectrias"	"279547"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4038"	"Fis-29599"	3773	"Alectridium aurantiacum"	"Alectridium"	"254574"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"benthopelagic"	NA
"4039"	"Fis-154605"	3774	"Lumpenopsis hypochroma"	"Lumpenopsis"	"281437"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"benthopelagic"	NA
"4040"	"Fis-29639"	3775	"Anoplarchus insignis"	"Anoplarchus"	"279632"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4041"	"Fis-29640"	3776	"Anoplarchus purpurescens"	"Anoplarchus"	"279633"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4042"	"Fis-24472"	3777	"Bryozoichthys lysimus"	"Bryozoichthys"	"279418"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4043"	"Fis-24483"	3779	"Cebidichthys violaceus"	"Cebidichthys"	"280053"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	"non-migratory"
"4044"	"Fis-22957"	378	"Selene setapinnis"	"Selene"	"159647"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"benthopelagic"	NA
"4045"	"Fis-24495"	3780	"Chirolophis decoratus"	"Chirolophis"	"254576"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4046"	"Fis-24496"	3781	"Chirolophis nugator"	"Chirolophis"	"254577"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4047"	"Fis-24497"	3782	"Chirolophis tarsodes"	"Chirolophis"	"273991"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4048"	"Fis-24610"	3783	"Eumesogrammus praecisus"	"Eumesogrammus"	"159817"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"benthopelagic"	NA
"4049"	"Fis-30078"	3784	"Gymnoclinus cristulatus"	"Gymnoclinus"	"280960"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"benthopelagic"	NA
"4050"	"Fis-24750"	3785	"Lumpenella longirostris"	"Lumpenella"	"254351"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4051"	"Fis-24751"	3786	"Lumpenus fabricii"	"Lumpenus"	"127073"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4052"	"Fis-49057"	3788	"Leptoclinus maculatus"	"Leptoclinus"	"127072"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4053"	"Fis-24753"	3789	"Anisarchus medius"	"Anisarchus"	"127070"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4054"	"Fis-22956"	379	"Selene dorsalis"	"Selene"	"126814"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"demersal"	" "
"4055"	"Fis-30250"	3790	"Lumpenus sagitta"	"Lumpenus"	"254579"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"benthopelagic"	NA
"4056"	"Fis-24897"	3791	"Phytichthys chirus"	"Phytichthys"	"282255"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4057"	"Fis-30494"	3792	"Plagiogrammus hopkinsii"	"Plagiogrammus"	"282265"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4058"	"Fis-30496"	3793	"Plectobranchus evides"	"Plectobranchus"	"282283"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4059"	"Fis-30516"	3794	"Poroclinus rothrocki"	"Poroclinus"	"254385"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4060"	"Fis-25038"	3796	"Ulvaria subbifurcata"	"Ulvaria"	"159821"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"benthopelagic"	NA
"4061"	"Fis-25045"	3797	"Xiphister atropurpureus"	"Xiphister"	"283194"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4062"	"Fis-25046"	3798	"Xiphister mucosus"	"Xiphister"	"283195"	"Actinopterygii"	"Perciformes"	"Stichaeidae"	0	0	1	"demersal"	NA
"4063"	"Fis-29659"	3799	"Apodichthys flavidus"	"Apodichthys"	"279664"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	0	1	"demersal"	NA
"4064"	"Fis-29269"	38	"Ammodytes tobianus"	"Ammodytes"	"126752"	"Actinopterygii"	"Perciformes"	"Ammodytidae"	0	1	1	"demersal"	NA
"4065"	"Fis-22966"	380	"Trachinotus carolinus"	"Trachinotus"	"159652"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"benthopelagic"	"oceanodromous"
"4066"	"Fis-30485"	3800	"Pholis clemensi"	"Pholis"	"273686"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	0	1	"demersal"	NA
"4067"	"Fis-24891"	3801	"Rhodymenichthys dolichogaster"	"Rhodymenichthys"	"282599"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	0	1	"benthopelagic"	NA
"4068"	"Fis-24892"	3802	"Pholis fasciata"	"Pholis"	"159846"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	0	1	"demersal"	NA
"4069"	"Fis-24893"	3804	"Pholis gunnellus"	"Pholis"	"126996"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	1	1	"demersal"	"non-migratory"
"4070"	"Fis-24894"	3805	"Pholis laeta"	"Pholis"	"273689"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	0	1	"demersal"	NA
"4071"	"Fis-24895"	3806	"Pholis ornata"	"Pholis"	"273692"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	0	1	"demersal"	NA
"4072"	"Fis-30487"	3807	"Pholis schultzi"	"Pholis"	"273693"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	0	1	"demersal"	NA
"4073"	"Fis-10690"	3809	"Apodichthys fucorum"	"Apodichthys"	"279665"	"Actinopterygii"	"Perciformes"	"Pholidae"	0	0	1	"demersal"	NA
"4074"	"Fis-29524"	381	"Seriola quinqueradiata"	"Seriola"	"276651"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	0	1	"demersal"	"oceanodromous"
"4075"	"Fis-29624"	3810	"Anarhichas denticulatus"	"Anarhichas"	"126757"	"Actinopterygii"	"Perciformes"	"Anarhichadidae"	0	0	1	"benthopelagic"	"oceanodromous"
"4076"	"Fis-29626"	3811	"Anarhichas minor"	"Anarhichas"	"126759"	"Actinopterygii"	"Perciformes"	"Anarhichadidae"	0	0	1	"demersal"	"oceanodromous"
"4077"	"Fis-29627"	3812	"Anarhichas orientalis"	"Anarhichas"	"254511"	"Actinopterygii"	"Perciformes"	"Anarhichadidae"	0	0	1	"demersal"	NA
"4078"	"Fis-29628"	3813	"Anarrhichthys ocellatus"	"Anarrhichthys"	"279605"	"Actinopterygii"	"Perciformes"	"Anarhichadidae"	0	0	1	"demersal"	NA
"4079"	"Fis-30556"	3814	"Ptilichthys goodei"	"Ptilichthys"	"282508"	"Actinopterygii"	"Perciformes"	"Ptilichthyidae"	0	0	1	"demersal"	NA
"4080"	"Fis-29874"	3815	"Cryptacanthodes maculatus"	"Cryptacanthodes"	"159675"	"Actinopterygii"	"Perciformes"	"Cryptacanthodidae"	0	0	1	"demersal"	NA
"4081"	"Fis-24758"	3817	"Cryptacanthodes aleutensis"	"Cryptacanthodes"	"276390"	"Actinopterygii"	"Perciformes"	"Cryptacanthodidae"	0	0	1	"demersal"	NA
"4082"	"Fis-30630"	3818	"Scytalina cerdale"	"Scytalina"	"254370"	"Actinopterygii"	"Perciformes"	"Scytalinidae"	0	0	1	"demersal"	NA
"4083"	"Fis-30757"	3819	"Zaprora silenus"	"Zaprora"	"254353"	"Actinopterygii"	"Perciformes"	"Zaproridae"	0	0	1	"demersal"	NA
"4084"	"Fis-29523"	382	"Seriola lalandi"	"Seriola"	"218436"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"benthopelagic"	NA
"4085"	"Fis-29618"	3820	"Ammodytes americanus"	"Ammodytes"	"159587"	"Actinopterygii"	"Perciformes"	"Ammodytidae"	0	1	1	"demersal"	NA
"4086"	"Fis-29619"	3821	"Ammodytes dubius"	"Ammodytes"	"151520"	"Actinopterygii"	"Perciformes"	"Ammodytidae"	0	0	1	"demersal"	NA
"4087"	"Fis-29620"	3822	"Ammodytes hexapterus"	"Ammodytes"	"254510"	"Actinopterygii"	"Perciformes"	"Ammodytidae"	0	1	1	"benthopelagic"	"oceanodromous"
"4088"	"Fis-16793"	3824	"Callionymus bairdi"	"Callionymus"	"159626"	"Actinopterygii"	"Perciformes"	"Callionymidae"	0	0	1	"reef-associated"	"oceanodromous"
"4089"	"Fis-24476"	3825	"Diplogrammus pauciradiatus"	"Diplogrammus"	"159615"	"Actinopterygii"	"Perciformes"	"Callionymidae"	0	0	1	"reef-associated"	NA
"4090"	"Fis-24542"	3826	"Dormitator latifrons"	"Dormitator"	"276408"	"Actinopterygii"	"Perciformes"	"Eleotridae"	1	1	1	"demersal"	"amphidromous"
"4091"	"Fis-24543"	3827	"Dormitator maculatus"	"Dormitator"	"159700"	"Actinopterygii"	"Perciformes"	"Eleotridae"	1	1	1	"demersal"	"amphidromous"
"4092"	"Fis-24544"	3829	"Eleotris pisonis"	"Eleotris"	"277805"	"Actinopterygii"	"Perciformes"	"Eleotridae"	1	1	1	"demersal"	"amphidromous"
"4093"	"Fis-24563"	3830	"Erotelis smaragdus"	"Erotelis"	"280710"	"Actinopterygii"	"Perciformes"	"Eleotridae"	0	1	1	"demersal"	NA
"4094"	"Fis-30062"	3831	"Gobiomorus dormitor"	"Gobiomorus"	"280896"	"Actinopterygii"	"Perciformes"	"Eleotridae"	1	1	1	"demersal"	"amphidromous"
"4095"	"Fis-24398"	3832	"Acanthogobius flavimanus"	"Acanthogobius"	"279475"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"demersal"	"amphidromous"
"4096"	"Fis-24455"	3834	"Barbulifer ceuthoecus"	"Barbulifer"	"279862"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4097"	"Fis-24459"	3835	"Bathygobius curacao"	"Bathygobius"	"277624"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
"4098"	"Fis-29724"	3836	"Bathygobius mystacium"	"Bathygobius"	"277631"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
"4099"	"Fis-24460"	3837	"Bathygobius soporator"	"Bathygobius"	"277638"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"demersal"	"non-migratory"
"4100"	"Fis-29733"	3838	"Bollmannia boqueronensis"	"Bollmannia"	"279927"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
"4101"	"Fis-29734"	3839	"Bollmannia communis"	"Bollmannia"	"279929"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
"4102"	"Fis-22901"	384	"Megalaspis cordyla"	"Megalaspis"	"218430"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"reef-associated"	NA
"4103"	"Fis-24510"	3840	"Clevelandia ios"	"Clevelandia"	"280215"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"demersal"	NA
"4104"	"Fis-29865"	3842	"Coryphopterus dicrus"	"Coryphopterus"	"276425"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4105"	"Fis-29866"	3843	"Coryphopterus eidolon"	"Coryphopterus"	"276426"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4106"	"Fis-29867"	3844	"Coryphopterus glaucofraenum"	"Coryphopterus"	"159736"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4107"	"Fis-29868"	3845	"Coryphopterus hyalinus"	"Coryphopterus"	"276429"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"reef-associated"	NA
"4108"	"Fis-29869"	3846	"Coryphopterus lipernes"	"Coryphopterus"	"276431"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4109"	"Fis-57210"	3847	"Rhinogobiops nicholsii"	"Rhinogobiops"	"282580"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
"4110"	"Fis-24520"	3848	"Coryphopterus personatus"	"Coryphopterus"	"276432"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4111"	"Fis-29870"	3849	"Coryphopterus punctipectophorus"	"Coryphopterus"	"276433"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4112"	"Fis-22861"	385	"Chloroscombrus chrysurus"	"Chloroscombrus"	"159483"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"pelagic-neritic"	" "
"4113"	"Fis-29871"	3850	"Coryphopterus thrix"	"Coryphopterus"	"276434"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4114"	"Fis-49950"	3852	"Evermannichthys metzelaari"	"Evermannichthys"	"276439"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
"4115"	"Fis-24613"	3853	"Evorthodus lyricus"	"Evorthodus"	"159743"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"demersal"	"amphidromous"
"4116"	"Fis-30052"	3854	"Gillichthys mirabilis"	"Gillichthys"	"280851"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"demersal"	NA
"4117"	"Fis-30054"	3855	"Gnatholepis thompsoni"	"Gnatholepis"	"277493"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4118"	"Fis-30061"	3856	"Gobioides broussonnetii"	"Gobioides"	"280887"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"demersal"	"amphidromous"
"4119"	"Fis-150636"	3858	"Ctenogobius boleosoma"	"Ctenogobius"	"159750"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"reef-associated"	"amphidromous"
"4120"	"Fis-22927"	386	"Parona signata"	"Parona"	"282169"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	0	1	"demersal"	NA
"4121"	"Fis-113923"	3861	"Ctenogobius sagittula"	"Ctenogobius"	"276489"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"demersal"	NA
"4122"	"Fis-24640"	3862	"Gobionellus oceanicus"	"Gobionellus"	"159753"	"Actinopterygii"	"Perciformes"	"Gobiidae"	1	1	1	"demersal"	"amphidromous"
"4123"	"Fis-150648"	3864	"Ctenogobius saepepallens"	"Ctenogobius"	"276488"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4124"	"Fis-126117"	3867	"Oxyurichthys stigmalophius"	"Oxyurichthys"	"273465"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4125"	"Fis-22954"	387	"Selar crumenophthalmus"	"Selar"	"159646"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	0	1	"reef-associated"	NA
"4126"	"Fis-16800"	3870	"Gobiosoma bosc"	"Gobiosoma"	"159767"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	1	1	"demersal"	NA
"4127"	"Fis-30067"	3871	"Gobiosoma ginsburgi"	"Gobiosoma"	"159771"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
"4128"	"Fis-114974"	3873	"Elacatinus horsti"	"Elacatinus"	"280605"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4129"	"Fis-169094"	3875	"Tigrigobius macrodon"	"Tigrigobius"	"1016103"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4130"	"Fis-114976"	3876	"Elacatinus oceanops"	"Elacatinus"	"280616"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4131"	"Fis-114979"	3878	"Elacatinus xanthiprora"	"Elacatinus"	"280625"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"reef-associated"	NA
"4132"	"Fis-22955"	388	"Selaroides leptolepis"	"Selaroides"	"282745"	"Actinopterygii"	"Perciformes"	"Carangidae"	0	1	1	"reef-associated"	"amphidromous"
"4133"	"Fis-24713"	3880	"Ilypnus gilberti"	"Ilypnus"	"281174"	"Actinopterygii"	"Perciformes"	"Gobiidae"	0	0	1	"demersal"	NA
