"SpeciesID"	"SpecCode"	"Species"	"Genus"	"AphiaID"	"Class"	"Order"	"Family"	"Fresh"	"Brack"	"Saltwater"	"DemersPelag"	"AnaCat"
"1439"	"Fis-23609"	1395	"Lutjanus adetii"	"Lutjanus"	"276519"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1440"	"Fis-29021"	13952	"Cyclopsetta panamensis"	"Cyclopsetta"	"275702"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	1	1	"demersal"	NA
"1441"	"Fis-29022"	13954	"Cyclopsetta querna"	"Cyclopsetta"	"275703"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	1	1	"demersal"	NA
"1442"	"Fis-35684"	13957	"Etropus peruvianus"	"Etropus"	"275709"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	0	1	"demersal"	NA
"1443"	"Fis-35685"	13965	"Hippoglossina bollmani"	"Hippoglossina"	"275823"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	0	1	"demersal"	NA
"1444"	"Fis-35686"	13966	"Hippoglossina macrops"	"Hippoglossina"	"275824"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	0	1	"demersal"	NA
"1445"	"Fis-29025"	13967	"Hippoglossina tetrophthalma"	"Hippoglossina"	"275828"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	0	1	"demersal"	NA
"1446"	"Fis-35688"	13969	"Paralichthys aestuarius"	"Paralichthys"	"275807"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	1	1	"demersal"	NA
"1447"	"Fis-35689"	13971	"Paralichthys woolmani"	"Paralichthys"	"275822"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	1	1	"demersal"	NA
"1448"	"Fis-35690"	13972	"Syacium latifrons"	"Syacium"	"275840"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	0	1	"demersal"	NA
"1449"	"Fis-29027"	13978	"Syacium ovale"	"Syacium"	"275843"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	0	1	"demersal"	NA
"1450"	"Fis-35692"	13979	"Pleuronichthys ocellatus"	"Pleuronichthys"	"282293"	"Actinopterygii"	"Pleuronectiformes"	"Pleuronectidae"	0	0	1	"demersal"	NA
"1451"	"Fis-29028"	13980	"Nicholsina denticulata"	"Nicholsina"	"276038"	"Actinopterygii"	"Perciformes"	"Scaridae"	0	0	1	"reef-associated"	NA
"1452"	"Fis-29029"	13981	"Scarus compressus"	"Scarus"	"276043"	"Actinopterygii"	"Perciformes"	"Scaridae"	0	0	1	"reef-associated"	NA
"1453"	"Fis-146620"	13983	"Scolecenchelys breviceps"	"Scolecenchelys"	"282709"	"Actinopterygii"	"Anguilliformes"	"Ophichthidae"	0	0	1	"reef-associated"	NA
"1454"	"Fis-29031"	13985	"Bairdiella ensifera"	"Bairdiella"	"276070"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"benthopelagic"	NA
"1455"	"Fis-29032"	13990	"Ophioscion scierus"	"Ophioscion"	"281905"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1456"	"Fis-29033"	13991	"Ophioscion imiceps"	"Ophioscion"	"281902"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"demersal"	NA
"1457"	"Fis-35696"	13993	"Odontoscion xanthops"	"Odontoscion"	"281839"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"pelagic-neritic"	NA
"1458"	"Fis-29035"	13994	"Odontoscion eurymesops"	"Odontoscion"	"281838"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"reef-associated"	NA
"1459"	"Fis-29037"	13997	"Micropogonias ectenes"	"Micropogonias"	"275305"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"demersal"	NA
"1460"	"Fis-29038"	13998	"Micropogonias altipinnis"	"Micropogonias"	"275304"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"benthopelagic"	NA
"1461"	"Fis-22704"	14	"Epinephelus adscensionis"	"Epinephelus"	"159351"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1462"	"Fis-171716"	140	"Pseudobatos percellens"	"Pseudobatos"	"1043607"	"Elasmobranchii"	"Rhinopristiformes"	"Rhinobatidae"	0	0	1	"demersal"	NA
"1463"	"Fis-29039"	14001	"Menticirrhus panamensis"	"Menticirrhus"	"276149"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"benthopelagic"	NA
"1464"	"Fis-35698"	14002	"Menticirrhus paitensis"	"Menticirrhus"	"276148"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1465"	"Fis-29040"	14003	"Menticirrhus nasus"	"Menticirrhus"	"276146"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1466"	"Fis-29041"	14004	"Menticirrhus elongatus"	"Menticirrhus"	"276145"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1467"	"Fis-35699"	14007	"Argentina australiae"	"Argentina"	"272892"	"Actinopterygii"	"Osmeriformes"	"Argentinidae"	0	0	1	"benthopelagic"	NA
"1468"	"Fis-35700"	14009	"Larimus pacificus"	"Larimus"	"276131"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"pelagic-neritic"	NA
"1469"	"Fis-30252"	1401	"Lutjanus agennes"	"Lutjanus"	"276520"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	1	1	"reef-associated"	" "
"1470"	"Fis-35701"	14011	"Larimus effulgens"	"Larimus"	"276130"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"pelagic-neritic"	NA
"1471"	"Fis-29043"	14014	"Larimus argenteus"	"Larimus"	"276128"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"pelagic-neritic"	NA
"1472"	"Fis-35702"	14015	"Larimus acclivis"	"Larimus"	"276127"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"pelagic-neritic"	NA
"1473"	"Fis-35703"	14018	"Isopisthus remifer"	"Isopisthus"	"281188"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"benthopelagic"	NA
"1474"	"Fis-164109"	14021	"Latropiscis purpurissatus"	"Latropiscis"	"318742"	"Actinopterygii"	"Aulopiformes"	"Aulopidae"	0	0	1	"reef-associated"	NA
"1475"	"Fis-29044"	14023	"Elattarchus archidium"	"Elattarchus"	"280633"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"benthopelagic"	NA
"1476"	"Fis-144993"	14025	"Paraulopus nigripinnis"	"Paraulopus"	"282131"	"Actinopterygii"	"Aulopiformes"	"Paraulopidae"	0	0	1	"demersal"	NA
"1477"	"Fis-35707"	14027	"Cynoscion nannus"	"Cynoscion"	"276082"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"benthopelagic"	NA
"1478"	"Fis-35708"	14029	"Prionotus nudigula"	"Prionotus"	"276286"	"Actinopterygii"	"Scorpaeniformes"	"Triglidae"	0	0	1	"demersal"	NA
"1479"	"Fis-23611"	1403	"Lutjanus analis"	"Lutjanus"	"159792"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	1	1	"reef-associated"	NA
"1480"	"Fis-29047"	14030	"Cynoscion reticulatus"	"Cynoscion"	"276088"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"demersal"	NA
"1481"	"Fis-29049"	14035	"Allenichthys glauerti"	"Allenichthys"	"279553"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"demersal"	NA
"1482"	"Fis-35709"	14039	"Echinophryne crassispina"	"Echinophryne"	"280584"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"reef-associated"	NA
"1483"	"Fis-23612"	1404	"Lutjanus apodus"	"Lutjanus"	"159793"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	1	1	"reef-associated"	NA
"1484"	"Fis-115620"	14042	"Echinophryne mitchellii"	"Echinophryne"	"280585"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"reef-associated"	NA
"1485"	"Fis-29051"	14043	"Histiophryne cryptacanthus"	"Histiophryne"	"281081"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"reef-associated"	NA
"1486"	"Fis-29052"	14045	"Kuiterichthys furcipilis"	"Kuiterichthys"	"281235"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"demersal"	NA
"1487"	"Fis-29053"	14047	"Phyllophryne scortea"	"Phyllophryne"	"282253"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"demersal"	NA
"1488"	"Fis-29054"	14048	"Rhycherus filamentosus"	"Rhycherus"	"282605"	"Actinopterygii"	"Lophiiformes"	"Antennariidae"	0	0	1	"reef-associated"	NA
"1489"	"Fis-23613"	1405	"Lutjanus aratus"	"Lutjanus"	"276523"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1490"	"Fis-35711"	14051	"Halieutaea brevicauda"	"Halieutaea"	"279061"	"Actinopterygii"	"Lophiiformes"	"Ogcocephalidae"	0	0	1	"demersal"	NA
"1491"	"Fis-35715"	14055	"Dannevigia tusca"	"Dannevigia"	"280485"	"Actinopterygii"	"Ophidiiformes"	"Ophidiidae"	0	0	1	"benthopelagic"	NA
"1492"	"Fis-56835"	14056	"Coelorinchus mirus"	"Coelorinchus"	"280316"	"Actinopterygii"	"Gadiformes"	"Macrouridae"	0	0	1	"demersal"	NA
"1493"	"Fis-30254"	1406	"Lutjanus erythropterus"	"Lutjanus"	"276534"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1494"	"Fis-60981"	14063	"Mullus argentinae"	"Mullus"	"273661"	"Actinopterygii"	"Perciformes"	"Mullidae"	0	0	1	"demersal"	NA
"1495"	"Fis-23614"	1407	"Lutjanus argentimaculatus"	"Lutjanus"	"218498"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	1	1	1	"reef-associated"	"oceanodromous"
"1496"	"Fis-35721"	14070	"Paralonchurus goodei"	"Paralonchurus"	"282065"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"benthopelagic"	NA
"1497"	"Fis-29059"	14075	"Pareques perissa"	"Pareques"	"282142"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"reef-associated"	NA
"1498"	"Fis-29060"	14077	"Stellifer chrysoleuca"	"Stellifer"	"276153"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1499"	"Fis-29061"	14079	"Stellifer ericymba"	"Stellifer"	"276156"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1500"	"Fis-23615"	1408	"Lutjanus argentiventris"	"Lutjanus"	"276524"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	1	1	"reef-associated"	NA
"1501"	"Fis-35723"	14084	"Stellifer illecebrosus"	"Stellifer"	"276159"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1502"	"Fis-35724"	14085	"Stellifer mancorensis"	"Stellifer"	"276161"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"benthopelagic"	NA
"1503"	"Fis-29063"	14087	"Stellifer minor"	"Stellifer"	"276164"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1504"	"Fis-23616"	1409	"Lutjanus bengalensis"	"Lutjanus"	"218484"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1505"	"Fis-35729"	14093	"Umbrina bussingi"	"Umbrina"	"273795"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"benthopelagic"	NA
"1506"	"Fis-35733"	14098	"Umbrina xanti"	"Umbrina"	"273805"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"demersal"	NA
"1507"	"Fis-22830"	141	"Scomberomorus tritor"	"Scomberomorus"	"127025"	"Actinopterygii"	"Perciformes"	"Scombridae"	0	1	1	"pelagic-neritic"	"oceanodromous"
"1508"	"Fis-23617"	1410	"Lutjanus biguttatus"	"Lutjanus"	"276525"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1509"	"Fis-35734"	14100	"Pseudopercis numida"	"Pseudopercis"	"282462"	"Actinopterygii"	"Perciformes"	"Pinguipedidae"	0	0	1	"demersal"	NA
"1510"	"Fis-21918"	14101	"Corvula macrops"	"Corvula"	"280403"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"benthopelagic"	NA
"1511"	"Fis-49263"	14105	"Ctenosciaena peruviana"	"Ctenosciaena"	"280457"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	0	1	"benthopelagic"	NA
"1512"	"Fis-23618"	1411	"Lutjanus bitaeniatus"	"Lutjanus"	"276526"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1513"	"Fis-29066"	14110	"Cynoscion squamipinnis"	"Cynoscion"	"276090"	"Actinopterygii"	"Perciformes"	"Sciaenidae"	0	1	1	"benthopelagic"	NA
"1514"	"Fis-29068"	14115	"Astroscopus sexspinosus"	"Astroscopus"	"275975"	"Actinopterygii"	"Perciformes"	"Uranoscopidae"	0	0	1	"demersal"	NA
"1515"	"Fis-35738"	14122	"Sorosichthys ananassa"	"Sorosichthys"	"282833"	"Actinopterygii"	"Beryciformes"	"Trachichthyidae"	0	0	1	"demersal"	NA
"1516"	"Fis-35739"	14124	"Oncopterus darwinii"	"Oncopterus"	"281885"	"Actinopterygii"	"Pleuronectiformes"	"Pleuronectidae"	0	0	1	"demersal"	NA
"1517"	"Fis-29069"	14125	"Paralichthys brasiliensis"	"Paralichthys"	"275808"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	1	1	"demersal"	NA
"1518"	"Fis-35741"	14127	"Paralichthys patagonicus"	"Paralichthys"	"275818"	"Actinopterygii"	"Pleuronectiformes"	"Paralichthyidae"	0	0	1	"demersal"	NA
"1519"	"Fis-29070"	14129	"Centroberyx affinis"	"Centroberyx"	"276891"	"Actinopterygii"	"Beryciformes"	"Berycidae"	0	0	1	"benthopelagic"	NA
"1520"	"Fis-29071"	14131	"Centroberyx gerrardi"	"Centroberyx"	"276894"	"Actinopterygii"	"Beryciformes"	"Berycidae"	0	0	1	"demersal"	NA
"1521"	"Fis-29072"	14133	"Centroberyx lineatus"	"Centroberyx"	"217895"	"Actinopterygii"	"Beryciformes"	"Berycidae"	0	0	1	"benthopelagic"	NA
"1522"	"Fis-29073"	14136	"Cyttus australis"	"Cyttus"	"277984"	"Actinopterygii"	"Zeiformes"	"Cyttidae"	0	0	1	"demersal"	NA
"1523"	"Fis-29074"	14139	"Peprilus medius"	"Peprilus"	"276561"	"Actinopterygii"	"Perciformes"	"Stromateidae"	0	0	1	"benthopelagic"	NA
"1524"	"Fis-132553"	14143	"Atlantoraja castelnaui"	"Atlantoraja"	"279816"	"Elasmobranchii"	"Rajiformes"	"Arhynchobatidae"	0	0	1	"demersal"	NA
"1525"	"Fis-35747"	14147	"Synodus evermanni"	"Synodus"	"272124"	"Actinopterygii"	"Aulopiformes"	"Synodontidae"	0	0	1	"demersal"	NA
"1526"	"Fis-35750"	14155	"Synodus scituliceps"	"Synodus"	"272139"	"Actinopterygii"	"Aulopiformes"	"Synodontidae"	0	0	1	"demersal"	NA
"1527"	"Fis-35751"	14156	"Synodus sechurae"	"Synodus"	"272140"	"Actinopterygii"	"Aulopiformes"	"Synodontidae"	0	0	1	"demersal"	NA
"1528"	"Fis-29078"	14159	"Canthigaster punctatissima"	"Canthigaster"	"275264"	"Actinopterygii"	"Tetraodontiformes"	"Tetraodontidae"	0	0	1	"reef-associated"	NA
"1529"	"Fis-23619"	1417	"Lutjanus bohar"	"Lutjanus"	"218479"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	1	1	1	"reef-associated"	NA
"1530"	"Fis-35756"	14173	"Sphoeroides sechurae"	"Sphoeroides"	"275284"	"Actinopterygii"	"Tetraodontiformes"	"Tetraodontidae"	0	0	1	"demersal"	NA
"1531"	"Fis-35759"	14179	"Bellator gymnostethus"	"Bellator"	"276274"	"Actinopterygii"	"Scorpaeniformes"	"Triglidae"	0	0	1	"demersal"	NA
"1532"	"Fis-23620"	1418	"Lutjanus boutton"	"Lutjanus"	"276527"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1533"	"Fis-23621"	1419	"Lutjanus buccanella"	"Lutjanus"	"159794"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1534"	"Fis-29084"	14196	"Enneapterygius hemimelas"	"Enneapterygius"	"277312"	"Actinopterygii"	"Perciformes"	"Tripterygiidae"	0	0	1	"reef-associated"	"non-migratory"
"1535"	"Fis-29085"	14198	"Enneapterygius minutus"	"Enneapterygius"	"277319"	"Actinopterygii"	"Perciformes"	"Tripterygiidae"	0	0	1	"reef-associated"	"non-migratory"
"1536"	"Fis-22832"	142	"Thunnus alalunga"	"Thunnus"	"127026"	"Actinopterygii"	"Perciformes"	"Scombridae"	0	0	1	"pelagic-oceanic"	"oceanodromous"
"1537"	"Fis-29086"	14203	"Enneapterygius nanus"	"Enneapterygius"	"277323"	"Actinopterygii"	"Perciformes"	"Tripterygiidae"	0	0	1	"reef-associated"	NA
"1538"	"Fis-29088"	14204	"Helcogramma hudsoni"	"Helcogramma"	"279237"	"Actinopterygii"	"Perciformes"	"Tripterygiidae"	0	0	1	"reef-associated"	NA
"1539"	"Fis-29090"	14209	"Norfolkia brachylepis"	"Norfolkia"	"219185"	"Actinopterygii"	"Perciformes"	"Tripterygiidae"	0	0	1	"reef-associated"	NA
"1540"	"Fis-35769"	14220	"Scorpaena russula"	"Scorpaena"	"274735"	"Actinopterygii"	"Scorpaeniformes"	"Scorpaenidae"	0	0	1	"demersal"	NA
"1541"	"Fis-35770"	14222	"Scorpaena sonorae"	"Scorpaena"	"274736"	"Actinopterygii"	"Scorpaeniformes"	"Scorpaenidae"	0	0	1	"demersal"	NA
"1542"	"Fis-35773"	14229	"Sebastes exsul"	"Sebastes"	"274793"	"Actinopterygii"	"Scorpaeniformes"	"Sebastidae"	0	0	1	"demersal"	NA
"1543"	"Fis-23622"	1423	"Lutjanus campechanus"	"Lutjanus"	"159795"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1544"	"Fis-35774"	14230	"Diplectrum eumelum"	"Diplectrum"	"276178"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1545"	"Fis-35775"	14231	"Diplectrum euryplectrum"	"Diplectrum"	"276179"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1546"	"Fis-35776"	14232	"Diplectrum labarum"	"Diplectrum"	"276180"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1547"	"Fis-35778"	14234	"Diplectrum rostrum"	"Diplectrum"	"276185"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"benthopelagic"	NA
"1548"	"Fis-35780"	14238	"Paralabrax auroguttatus"	"Paralabrax"	"282052"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1549"	"Fis-35781"	14239	"Paralabrax loro"	"Paralabrax"	"282057"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1550"	"Fis-23623"	1424	"Lutjanus carponotatus"	"Lutjanus"	"276528"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1551"	"Fis-29093"	14244	"Diplectrum macropoma"	"Diplectrum"	"276181"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1552"	"Fis-35783"	14248	"Diplectrum pacificum"	"Diplectrum"	"276183"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1553"	"Fis-23624"	1425	"Lutjanus coeruleolineatus"	"Lutjanus"	"218472"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1554"	"Fis-62913"	14250	"Diplectrum sciurus"	"Diplectrum"	"276186"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"demersal"	NA
"1555"	"Fis-29095"	14255	"Bellator loxias"	"Bellator"	"276275"	"Actinopterygii"	"Scorpaeniformes"	"Triglidae"	0	0	1	"demersal"	NA
"1556"	"Fis-35785"	14256	"Prionotus albirostris"	"Prionotus"	"276278"	"Actinopterygii"	"Scorpaeniformes"	"Triglidae"	0	0	1	"reef-associated"	NA
"1557"	"Fis-35786"	14257	"Prionotus birostratus"	"Prionotus"	"276280"	"Actinopterygii"	"Scorpaeniformes"	"Triglidae"	0	0	1	"demersal"	NA
"1558"	"Fis-35787"	14258	"Prionotus horrens"	"Prionotus"	"276281"	"Actinopterygii"	"Scorpaeniformes"	"Triglidae"	0	0	1	"demersal"	NA
"1559"	"Fis-35788"	14259	"Prionotus ruscarius"	"Prionotus"	"276290"	"Actinopterygii"	"Scorpaeniformes"	"Triglidae"	0	0	1	"demersal"	NA
"1560"	"Fis-30253"	1426	"Lutjanus colorado"	"Lutjanus"	"276529"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	1	1	"reef-associated"	NA
"1561"	"Fis-35789"	14260	"Prionotus teaguei"	"Prionotus"	"276292"	"Actinopterygii"	"Scorpaeniformes"	"Triglidae"	0	0	1	"demersal"	NA
"1562"	"Fis-35790"	14261	"Astroscopus zephyreus"	"Astroscopus"	"275976"	"Actinopterygii"	"Perciformes"	"Uranoscopidae"	0	0	1	"demersal"	NA
"1563"	"Fis-35791"	14266	"Notopogon lilliei"	"Notopogon"	"217973"	"Actinopterygii"	"Syngnathiformes"	"Centriscidae"	0	0	1	"demersal"	NA
"1564"	"Fis-29097"	14267	"Phyllopteryx taeniolatus"	"Phyllopteryx"	"282254"	"Actinopterygii"	"Syngnathiformes"	"Syngnathidae"	0	0	1	"reef-associated"	NA
"1565"	"Fis-29098"	14268	"Solegnathus spinosissimus"	"Solegnathus"	"278078"	"Actinopterygii"	"Syngnathiformes"	"Syngnathidae"	0	0	1	"demersal"	NA
"1566"	"Fis-23625"	1427	"Lutjanus cyanopterus"	"Lutjanus"	"159796"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	1	1	"reef-associated"	NA
"1567"	"Fis-35792"	14270	"Pseudoplesiops rosae"	"Pseudoplesiops"	"212221"	"Actinopterygii"	"Perciformes"	"Pseudochromidae"	0	0	1	"reef-associated"	NA
"1568"	"Fis-164872"	14271	"Amsichthys knighti"	"Amsichthys"	"712619"	"Actinopterygii"	"Perciformes"	"Pseudochromidae"	0	0	1	"reef-associated"	NA
"1569"	"Fis-29099"	14273	"Pseudoplesiops annae"	"Pseudoplesiops"	"276900"	"Actinopterygii"	"Perciformes"	"Pseudochromidae"	0	0	1	"reef-associated"	NA
"1570"	"Fis-35794"	14274	"Pseudochromis tapeinosoma"	"Pseudochromis"	"278208"	"Actinopterygii"	"Perciformes"	"Pseudochromidae"	0	0	1	"reef-associated"	NA
"1571"	"Fis-35795"	14279	"Pseudochromis cyanotaenia"	"Pseudochromis"	"278171"	"Actinopterygii"	"Perciformes"	"Pseudochromidae"	0	0	1	"reef-associated"	NA
"1572"	"Fis-23626"	1428	"Lutjanus decussatus"	"Lutjanus"	"276530"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	0	1	"reef-associated"	NA
"1573"	"Fis-162929"	14281	"Manonichthys polynemus"	"Manonichthys"	"475082"	"Actinopterygii"	"Perciformes"	"Pseudochromidae"	0	0	1	"reef-associated"	NA
"1574"	"Fis-35797"	14284	"Cheilodactylus fasciatus"	"Cheilodactylus"	"218868"	"Actinopterygii"	"Perciformes"	"Cheilodactylidae"	0	1	1	"demersal"	NA
"1575"	"Fis-138530"	14285	"Stegastes beebei"	"Stegastes"	"276665"	"Actinopterygii"	"Perciformes"	"Pomacentridae"	0	0	1	"reef-associated"	"non-migratory"
"1576"	"Fis-57918"	14286	"Dunckerocampus multiannulatus"	"Dunckerocampus"	"218006"	"Actinopterygii"	"Syngnathiformes"	"Syngnathidae"	0	0	1	"reef-associated"	NA
"1577"	"Fis-23627"	1429	"Lutjanus dentatus"	"Lutjanus"	"276531"	"Actinopterygii"	"Perciformes"	"Lutjanidae"	0	1	1	"reef-associated"	" "
"1578"	"Fis-123736"	14290	"Thunnus orientalis"	"Thunnus"	"273823"	"Actinopterygii"	"Perciformes"	"Scombridae"	0	1	1	"pelagic-oceanic"	"oceanodromous"
"1579"	"Fis-29106"	14292	"Hirundichthys coromandelensis"	"Hirundichthys"	"217870"	"Actinopterygii"	"Beloniformes"	"Exocoetidae"	0	0	1	"pelagic-oceanic"	"oceanodromous"
"1580"	"Fis-144537"	14295	"Gerres limbatus"	"Gerres"	"276959"	"Actinopterygii"	"Perciformes"	"Gerreidae"	0	1	1	"demersal"	"amphidromous"
"1581"	"Fis-35802"	14298	"Serranus psittacinus"	"Serranus"	"273904"	"Actinopterygii"	"Perciformes"	"Serranidae"	0	0	1	"reef-associated"	NA
"1582"	"Fis-22833"	143	"Thunnus albacares"	"Thunnus"	"127027"	"Actinopterygii"	"Perciformes"	"Scombridae"	0	1	1	"pelagic-oceanic"	"oceanodromous"
"1583"	"Fis-35803"	14300	"Chaetodon lunulatus"	"Chaetodon"	"398549"	"Actinopterygii"	"Perciformes"	"Chaetodontidae"	0	0	1	"reef-associated"	NA
"1584"	"Fis-35805"	14303	"Hemiramphus archipelagicus"	"Hemiramphus"	"272174"	"Actinopterygii"	"Beloniformes"	"Hemiramphidae"	0	0	1	"reef-associated"	NA
"1585"	"Fis-35806"	14307	"Platax boersii"	"Platax"	"276801"	"Actinopterygii"	"Perciformes"	"Ephippidae"	0	0	1	"reef-associated"	NA
"1586"	"Fis-29108"	14309	"Helicolenus percoides"	"Helicolenus"	"274770"	"Actinopterygii"	"Scorpaeniformes"	"Sebastidae"	0	0	1	"demersal"	NA
"1587"	"Fis-35807"	14310	"Maxillicosta scabriceps"	"Maxillicosta"	"281535"	"Actinopterygii"	"Scorpaeniformes"	"Neosebastidae"	0	0	1	"demersal"	NA
"1588"	"Fis-35808"	14311	"Maxillicosta whitleyi"	"Maxillicosta"	"281536"	"Actinopterygii"	"Scorpaeniformes"	"Neosebastidae"	0	0	1	"demersal"	NA
"1589"	"Fis-35809"	14313	"Neosebastes nigropunctatus"	"Neosebastes"	"281713"	"Actinopterygii"	"Scorpaeniformes"	"Neosebastidae"	0	0	1	"reef-associated"	NA
"1590"	"Fis-29109"	14314	"Neosebastes pandus"	"Neosebastes"	"281715"	"Actinopterygii"	"Scorpaeniformes"	"Neosebastidae"	0	0	1	"reef-associated"	NA
"1591"	"Fis-144227"	14316	"Neosebastes bougainvillii"	"Neosebastes"	"281706"	"Actinopterygii"	"Scorpaeniformes"	"Neosebastidae"	0	0	1	"reef-associated"	NA
"1592"	"Fis-35811"	14318	"Neosebastes scorpaenoides"	"Neosebastes"	"281716"	"Actinopterygii"	"Scorpaeniformes"	"Neosebastidae"	0	0	1	"reef-associated"	NA
